snomed_id,name,display_name,synonyms,level_concept,type_concept,type_information,active
261755008,Coronary inclusion technique,bentall technique,"['Coronary inclusion technique', 'Bentall technique', 'Coronary inclusion technique (procedure)']",granular,Procedure,SelfHistory,
26212005,Replacement of aortic valve,avr - aortic valve replacement,"['Replacement of aortic valve', 'Excision and replacement of aortic valve', 'Replacement of aortic valve (procedure)', 'AVR - Aortic valve replacement']",granular,Procedure,SelfHistory,
262175005,Standing/tilting,Prolonged standing,"['Standing/tilting', 'Standing/tilting (finding)']",granular,Lifestyle,SelfHistory,
262285001,Weight decreased,Weight decreased,"['Weight decreased', 'Weight decreased (finding)']",,Finding,SelfHistory,
262525000,Chest injury,Chest injury,"['Chest injury', 'Chest injury (disorder)']",granular,Disorder,SelfHistory,
26284000,Ulcer of mouth,Ulcer of mouth,"['Ulcer of mouth', 'Oral ulcer', 'Mouth ulceration', 'Ulceration of oral mucosa', 'Mouth ulcer', 'Ulcer of mouth (disorder)']",granular,Disorder,SelfHistory,
26294005,Radical prostatectomy,radical prostatectomy,"['Radical prostatectomy', 'Radical prostatectomy (procedure)', 'Total prostatectomy']",granular,Procedure,SelfHistory,
263171005,Fractured nasal bones,Fractured nasal bones,"['Fractured nasal bones', 'Broken nose', 'Fractured nose', 'Fracture of nose', 'Fracture of nasal complex', 'Fracture of nasal bones', 'Fractured nasal bones (disorder)']",granular,Disorder,SelfHistory,
263193000,Supracondylar fracture of humerus,Supracondylar fracture of humerus,"['Supracondylar fracture of humerus', 'Supracondylar fracture of humerus (disorder)']",granular,Disorder,SelfHistory,
263196008,Fracture of radial head,Fracture of radial head,"['Fracture of radial head', 'Fracture of radial head (disorder)']",granular,Disorder,SelfHistory,
263199001,Fracture of distal end of radius,Fracture of distal end of radius,"['Fracture of distal end of radius', 'Fracture of lower end of radius', 'Fracture of distal end of radius (disorder)']",granular,Disorder,SelfHistory,
263200003,Volar Barton's fracture,Volar Bartons fracture,"[""Volar Barton's fracture"", ""Volar Barton's fracture (disorder)"", 'Volar Barton fracture']",granular,Disorder,SelfHistory,
263244000,Bimalleolar fracture of ankle,Bimalleolar fracture of ankle,"['Bimalleolar fracture of ankle', ""Pott's fracture of ankle"", 'Fracture of medial and lateral malleoli', 'Bimalleolar fracture of ankle (disorder)']",granular,Disorder,SelfHistory,
263247007,Fracture of calcaneus,Fracture of calcaneus,"['Fracture of calcaneus', 'Fracture of os calcis', 'Heel bone fracture', 'Fracture of calcaneus (disorder)']",granular,Disorder,SelfHistory,
263251009,Metatarsal bone fracture,Metatarsal bone fracture,"['Metatarsal bone fracture', 'Fracture of metatarsal bone', 'Metatarsal bone fracture (disorder)']",granular,Disorder,SelfHistory,
263252002,Fracture of base of fifth metatarsal,Fracture of base of fifth metatarsal,"['Fracture of base of fifth metatarsal', 'Fracture of base of fifth metatarsal (disorder)']",granular,Disorder,SelfHistory,
26373009,Thrombosed external hemorrhoids,Thrombosed external hemorrhoids,"['Thrombosed external hemorrhoids', 'Thrombosed external haemorrhoids', 'External thrombosed hemorrhoids', 'Thrombosed external hemorrhoid', 'External thrombosed haemorrhoids', 'Thrombosed external haemorrhoid', 'Thrombosed external pile', 'Thrombosed external hemorrhoids (disorder)']",granular,Disorder,SelfHistory,
26390003,Total colectomy,total colectomy,"['Total colectomy', 'Complete resection of colon', 'Total colectomy (procedure)', 'Total removal of colon', 'Total excision of colon']",granular,Procedure,SelfHistory,
26416006,Drug abuse,Drug Abuse,"['Drug abuse', 'Drug abuse (disorder)']",group,Disorder,SelfHistory,
264274002,Endoscopic operation,endoscopic surgery,"['Endoscopic operation', 'Endoscopic surgery', 'Endoscopic operation (procedure)']",group,Procedure,SelfHistory,
26435006,Acute dermatitis,Acute dermatitis,"['Acute dermatitis', 'Acute dermatitis (disorder)']",granular,Disorder,SelfHistory,
264569006,Secondary infection,Secondary infection,"['Secondary infection', 'Secondary infection (disorder)']",granular,Disorder,SelfHistory,
264957007,Insertion of pleural tube drain,tube thoracostomy,"['Insertion of pleural tube drain', 'Insertion of chest drain', 'ICD - Insertion of intercostal drain', 'Insertion of intercostal drain', 'ICC - Insertion of intercostal catheter', 'Insertion of pleural tube drain (procedure)', 'Insertion of chest tube', 'Tube thoracostomy']",granular,Procedure,SelfHistory,
265056007,Vaginal hysterectomy,vaginal hysterectomy,"['Vaginal hysterectomy', 'Colpohysterectomy', 'VH - Vaginal hysterectomy', 'Vaginal excision of uterus', 'Vaginal hysterectomy (procedure)']",granular,Procedure,SelfHistory,
265059000,Open myomectomy,open myomectomy,"['Open myomectomy', 'Open myomectomy (procedure)']",granular,Procedure,SelfHistory,
265064001,Intrauterine artificial insemination,iui - intrauterine insemination,"['Intrauterine artificial insemination', 'Intrauterine insemination', 'IUI - Intrauterine insemination', 'Intrauterine artificial insemination (procedure)']",granular,Procedure,SelfHistory,
26517000,Acquired deformity of finger,Finger deformity,"['Acquired deformity of finger', 'Acquired deformity of finger (disorder)']",,Finding,SelfHistory,
265170009,Total prosthetic replacement of knee joint using cement,tkr -total prosthetic replacement of knee joint using cement,"['Total prosthetic replacement of knee joint using cement', 'TKR -Total prosthetic replacement of knee joint using cement', 'Total prosthetic replacement of knee joint using cement (procedure)']",granular,Procedure,SelfHistory,
265283001,Operation on nasolacrimal duct,nld - operation on nasolacrimal duct,"['Operation on nasolacrimal duct', 'NLD - Operation on nasolacrimal duct', 'Operation on nasolacrimal duct (procedure)']",granular,Procedure,SelfHistory,
265414003,Abdominoperineal resection of rectum,apr - abdominoperineal resection,"['Abdominoperineal resection', 'AP resection of rectum', 'AP resection', 'APR - Abdominoperineal resection', 'Abdominoperineal proctectomy', 'Abdominoperineal resection of rectum', 'APR - Abdominoperineal resection of rectum and end colostomy', 'Abdominoperineal resection of rectum (procedure)']",granular,Procedure,SelfHistory,
26544005,Muscle weakness,Muscle weakness,"['Muscle weakness', 'Muscle weakness (finding)', 'Muscle strength reduced', 'Decreased muscle strength']",,Finding,SelfHistory,
265446003,Open removal of calculus from gallbladder,open cholelithotomy,"['Open removal of calculus from gallbladder', 'Open removal of calculus from gallbladder (procedure)', 'Open cholelithotomy']",granular,Procedure,SelfHistory,
265586008,Transurethral incision of male bladder neck,bladder neck incision in the male,"['BNI - Bladder neck incision - male', 'Bladder neck incision in the male', 'Endoscopic incision of male bladder neck', 'Endoscopic myotomy of male bladder neck', 'Transurethral incision of male bladder neck', 'Transurethral incision of male bladder neck (procedure)']",granular,Procedure,SelfHistory,
265675003,Split thickness graft of skin to skin,ssg - split thickness skin graft,"['Split thickness graft of skin to skin (procedure)', 'Split thickness graft of skin to skin', 'Partial thickness graft of skin to skin', 'SSG - split thickness skin graft', 'STSG - split thickness skin graft']",granular,Procedure,SelfHistory,
265721002,Fixation of spinal fracture,fixation of spinal fracture,"['Fixation of spinal fracture', 'Fixation of spinal fracture (procedure)']",granular,Procedure,SelfHistory,
265859004,Patent ductus arteriosus repair,patent ductus arteriosus repair,"['Patent ductus arteriosus operation', 'Persistent ductus arteriosus operation', 'Operation on the ductus arteriosus', 'PDA - Patent ductus arteriosus operation', 'Patent ductus arteriosus repair', 'Operation on the arterial duct', 'Repair of patent ductus arteriosus', 'Patent ductus arteriosus repair (procedure)']",granular,Procedure,SelfHistory,
266108008,Hand foot and mouth disease,Enteroviral vesicular stomatitis with exanthem,"['Enteroviral vesicular stomatitis with exanthem', 'Hand foot and mouth disease', 'Vesicular stomatitis with xanthem', 'Hand foot and mouth disease (disorder)', 'Hand, foot and mouth disease']",granular,Disorder,SelfHistory,
266113007,Genital warts,Genital warts,"['Genital warts', 'Genital wart', 'Genital warts (disorder)']",granular,Disorder,SelfHistory,
26614003,Hydrocele of testis,Hydrocele of testis,"['Hydrocele of testis', 'Hydrocele of testis (disorder)']",granular,Disorder,SelfHistory,
266158001,Candida intertrigo,Candida infection of flexural skin,"['Candida infection of flexural skin', 'Candida intertrigo', 'Flexural candidosis', 'Candidal intertrigo', 'Candida intertrigo (disorder)']",granular,Disorder,SelfHistory,
266257000,Transient ischemic attack,TIA,"['TIA', 'Temporary cerebral vascular dysfunction', 'Transient ischaemic attack', 'TIA - Transient ischaemic attack', 'Transient cerebral ischemia', 'Transient ischemic attack', 'Transient cerebral ischaemia', 'Transient ischemic attack (disorder)']",granular,Disorder,SelfHistory,
266361008,Non-allergic asthma,Intrinsic asthma,"['Intrinsic asthma', 'Non-allergic asthma', 'Asthma due to internal immunological process', 'Non-allergic asthma (disorder)']",granular,Disorder,SelfHistory,
266429005,Angular cheilitis,Angular cheilitis,"['Angular cheilitis', 'Angular stomatitis', 'Perleche', 'Angular cheilitis (disorder)', 'Perlèche']",granular,Disorder,SelfHistory,
266433003,Gastroesophageal reflux disease with esophagitis,Reflux esophagitis,"['Reflux esophagitis', 'Esophageal reflux with esophagitis', 'Gastro-esophageal reflux disease with esophagitis', 'Gastro-oesophageal reflux disease with oesophagitis', 'Oesophageal reflux with oesophagitis', 'Reflux oesophagitis', 'Gastroesophageal reflux disease with esophagitis (disorder)', 'Gastroesophageal reflux disease with esophagitis', 'Gastroesophageal reflux disease with oesophagitis', 'Peptic esophagitis', 'Peptic oesophagitis']",granular,Disorder,SelfHistory,
266474003,Calculus in biliary tract,Biliary calculus,"['Biliary calculus', 'Cholelithiasis', 'CL - Cholelithiasis', 'Stone - biliary', 'Calculus - biliary', 'Calculus in biliary tract', 'Calculus in biliary tract (disorder)']",granular,Disorder,SelfHistory,
266569009,Benign prostatic hyperplasia,Benign prostatic hyperplasia,"['Benign prostatic hyperplasia', 'Prostatic hypertrophy', 'Benign myoma of prostate', 'Benign enlargement of prostate', 'Benign prostatic hypertrophy', 'Benign fibroma of prostate', 'Prostatic area hypertrophy', 'BEP - Benign enlargement of prostate', 'Benign prostatic hyperplasia (disorder)', 'Nodular hyperplasia of prostate gland', 'BPH - benign prostatic hyperplasia']",granular,Disorder,SelfHistory,
266599000,Dysmenorrhea,Period pain,"['Period pain', 'Menstrual cramps', 'Dysmenorrhea', 'Dysmenorrhoea', 'Dysmenorrhea (disorder)', 'Menorrhalgia']",granular,Disorder,SelfHistory,
266607004,Perimenopausal disorder,Perimenopausal disorder,"['Perimenopausal disorder', 'Perimenopausal disorder (disorder)']",granular,Disorder,SelfHistory,
266887003,Family history: Raised blood lipids,Family history: Raised blood lipids,"['FH: Fats raised', 'FH: Raised blood lipids', 'Family history: Raised blood lipids (situation)', 'Family history: Raised blood lipids']",granular,Situation,FamilyHistory,
266890009,Family history of alcoholism,Family history of alcoholism,"['FH - Alcoholism', 'Family history of alcoholism', 'Family history of alcoholism (situation)', 'Alcoholism in family']",granular,Situation,FamilyHistory,
266894000,Family history: Cardiovascular disease,FH: Cardiovascular health,"['FH: CVS disorder', 'Family history of cardiovascular disease', 'FH: Cardiovascular disease', 'Family history: Cardiovascular disease (situation)', 'Family history: Cardiovascular disease']",group,Finding,FamilyHistory,
266900000,Family history: Peptic ulceration,Family history: Peptic ulceration,"['FH: Peptic ulceration', 'FH: Peptic ulcer', 'Family history of peptic ulcer disease', 'Family history: Peptic ulceration (situation)', 'Family history: Peptic ulceration']",granular,Situation,FamilyHistory,
266901001,Family history: Colitis,Family history: Colitis,"['FH: Colitis', 'Family history: Colitis (situation)', 'Family history: Colitis']",granular,Situation,FamilyHistory,
266969002,Family history of psychotic illness,Relative - psychotic illness,"['Relative - psychotic illness', 'Family history of psychotic illness (situation)', 'Family history of psychotic illness']",group,Situation,FamilyHistory,
267036007,Dyspnea,Breathlessness,"['Dyspnea', 'Dyspnoea', 'Breathless', 'Breathlessness', 'SOB - Shortness of breath', 'Shortness of breath', 'Dyspnea (finding)']",,Finding,SelfHistory,
267044007,Impaired exercise tolerance,Reduced exercise tolerance,"['Impaired exercise tolerance', 'Impaired exercise tolerance (finding)']",,Finding,SelfHistory,
267064002,Retention of urine,Retention of urine,"['Retention of urine', 'Unable to pass urine', 'Urinary retention', 'Cannot pass urine - retention', 'Unable to empty bladder', 'Retention of urine (disorder)', 'Not passing urine']",granular,Disorder,SelfHistory,
267111003,Vegan or strict vegetarian,Vegan (or) strict vegeterian,"['Vegan or strict vegetarian', 'Vegan dietary habit', 'Strict vegetarian habit', 'Vegan or strict vegetarian (finding)']",granular,Lifestyle,SelfHistory,
267434003,Mixed hyperlipidemia,Mixed hyperlipidaemia,"['Mixed hyperlipidaemia', 'Multiple-type hyperlipidaemia', 'Multiple-type hyperlipidemia', 'Mixed hyperlipidemia', 'Mixed hyperlipidemia (disorder)']",granular,Disorder,SelfHistory,
267756004,Catarrh - eustachian,Catarrh - eustachian,"['Catarrh - eustachian', 'Catarrh - eustachian (disorder)']",granular,Disorder,SelfHistory,
268858006,Maternal injury,Maternal injury,"['Maternal injury', 'Maternal injury (situation)']",granular,Situation,FamilyHistory,
26889001,Myositis,Myositis,"['Myositis', 'Myositis (disorder)', 'Muscle inflammation', 'Inflammatory disorder of muscle', 'Inflammatory myopathy']",group,Disorder,SelfHistory,
269233004,Superficial partial thickness burn of ear,Ear - 2nd degree burn,"['Ear - 2nd degree burn', 'Superficial partial thickness burn of ear', 'Superficial partial thickness burn of ear (disorder)']",granular,Disorder,SelfHistory,
26929004,Alzheimer's disease,Alzheimers disease,"[""Alzheimer's disease"", ""Alzheimer's disease (disorder)"", ""AD - Alzheimer's disease"", 'Alzheimer disease', 'Alzheimer dementia']",granular,Disorder,SelfHistory,
269469005,Neoplasm of soft tissue,Malignant soft tissue tumor,"['Neoplasm of soft tissue (disorder)', 'Neoplasm of soft tissue', 'Tumour of soft tissue', 'Soft tissue tumour', 'Soft tissue tumor', 'Tumor of soft tissue', 'Neoplasm of soft tissues']",group,Disorder,SelfHistory,
269516007,Tongue carcinoma,Tongue carcinoma,"['Tongue carcinoma', 'Tongue carcinoma (disorder)']",granular,Disorder,SelfHistory,
27034006,Fertility problem,Fertility issues,"['Fertility problem', 'Fertility problem (finding)']",group,Finding,SelfHistory,
27052006,Vivax malaria,Vivax malaria,"['Vivax malaria', 'Benign tertian malaria', 'Malaria by Plasmodium vivax', 'Vivax malaria (disorder)', 'BT - Benign tertian malaria', 'BTM - Benign tertian malaria', 'Vivax malaria - benign tertian']",granular,Disorder,SelfHistory,
271084006,Deformity of bone,Deformity of bone,"['Deformity of bone', 'Deformity of bone (disorder)']",,Finding,SelfHistory,
271594007,Syncope,Syncope attack,"['Syncope attack', 'Syncope', 'Syncope (disorder)', 'Fainting', 'Faint', 'Blackout']",granular,Disorder,SelfHistory,
271667004,Koplik spots,Koplik spots,"['Koplik spots', 'Koplik spots (finding)']",,Finding,SelfHistory,
271687003,Swelling of scrotum,Swelling of scrotum,"['Swelling of scrotum', 'Swollen scrotum', 'Swelling of scrotum (finding)']",,Finding,SelfHistory,
271691008,Breasts asymmetrical,Breasts asymmetrical,"['Breasts asymmetrical', 'Breasts asymmetrical (finding)']",,Finding,SelfHistory,
271700006,Chorea,Chorea,"['Chorea', 'Choreiform movement', 'Choreic movement', 'Chorea (finding)']",,Finding,SelfHistory,
271737000,Anemia,Anemia,"['Anemia', 'Anaemia', 'Absolute anemia', 'Absolute anaemia', 'Anemia (disorder)']",group,Disorder,SelfHistory,
